result,table,_start,_stop,_time,_measurement,building,device_id,floor,measuring,current_a,current_b,current_c,current_t,hz_t,kw_a,kw_b,kw_c,kw_demand,kw_t,kwh_t,pf_a,pf_b,pf_c,pf_t,voltage_a,voltage_b,voltage_c,voltage_t
_result,0,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_38,1,ahu1,4.885,4.405,5.03,14.315000000000001,49.980000000000004,0.615,0.61,0.675,1.9,1.9049999999999998,406.15,0.565,0.63,0.6,0.595,223.895,223.105,225.4,224.135
_result,1,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_39,2,ahu2,4.725,4.645,4.92,14.29,49.98,0.7,0.775,-0.79,0.67,0.685,286.685,0.66,0.76,-0.72,0.705,223.985,223.39999999999998,225.525,224.3
_result,2,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_40,3,ahu3,5.635,5.275,5.93,16.84,49.980000000000004,0.67,0.67,0.77,2.12,2.105,466.205,0.53,0.57,0.58,0.56,224.0,223.29000000000002,225.415,224.235
_result,3,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_41,4,ahu4,4.38,4.07,4.61,13.065000000000001,49.989999999999995,0.57,0.62,0.68,1.86,1.8650000000000002,405.565,0.58,0.68,0.65,0.64,224.185,223.59,225.745,224.515
_result,4,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_42,5,ahu5,3.43,3.105,3.58,10.12,50.015,0.38,0.39,0.455,1.22,1.225,284.04999999999995,0.5,0.56,0.56,0.54,224.08499999999998,223.51,225.55,224.38
_result,5,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_43,6,ahu6,4.51,4.195,4.765,13.47,50.015,0.55,0.625,-0.69,0.48,0.485,260.96000000000004,0.55,0.67,-0.64,0.56,224.055,223.365,225.575,224.305
_result,6,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_44,7,ahu7,4.105,3.59,4.015,11.705,50.025,-0.39,0.4,0.46,0.46,0.48,153.69,-0.42,0.505,0.51,0.6,224.03,223.275,225.62,224.305
_result,7,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,2,WL0301_E_45,1,watertreatment,4.575,2.85,2.09,9.524999999999999,50.019999999999996,0.91,0.625,0.39,2.675,1.92,1487.1799999999998,0.91,0.99,0.84,0.99,224.07999999999998,223.255,225.595,224.33999999999997
_result,8,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_01,1,amdb,462.29,437.28,472.33,1371.9,50.01,88.59,86.31,94.9,272.0,269.8,67442.1,0.9,0.93,0.93,0.92,224.21,223.33,225.86,224.47
_result,8,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_01,1,amdb,465.6,437.435,476.56,1379.595,49.980000000000004,89.36500000000001,86.36500000000001,95.71000000000001,271.755,271.44,67467.79000000001,0.9,0.93,0.93,0.92,224.14999999999998,223.28500000000003,225.7,224.37
_result,9,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_02,1,chiller1,130.66,123.99,140.05,394.71,50.01,25.85,25.2,29.14,81.94,80.19,19523.02,0.97,0.99,0.99,0.98,224.15,223.24,225.8,224.4
_result,9,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_02,1,chiller1,131.385,124.995,140.635,397.015,49.965,26.045,25.425,29.244999999999997,81.755,80.71000000000001,19530.690000000002,0.97,0.99,0.985,0.98,224.165,223.315,225.64499999999998,224.33499999999998
_result,10,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_03,1,chiller2,129.34,121.35,137.95,388.64,50.0,25.48,24.55,28.64,77.76,78.67,4170.74,0.96,0.99,0.99,0.98,223.94,223.35,225.63,224.31
_result,10,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_03,1,chiller2,129.08499999999998,121.225,137.39999999999998,387.71000000000004,49.97,25.46,24.525,28.54,77.86500000000001,78.525,4178.27,0.96,0.99,0.99,0.98,224.06,223.27,225.65499999999997,224.32999999999998
_result,11,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_04,1,chiller3,0.62,0.81,0.7,2.14,49.99,0.1,0.12,0.07,0.28,0.29,17432.14,0.76,0.87,0.66,1.0,223.99,223.31,225.55,224.29
_result,11,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_04,1,chiller3,0.62,0.765,0.67,2.0599999999999996,49.97,0.1,0.11,0.07,0.28,0.275,17432.14,0.74,0.84,0.65,1.0,224.065,223.355,225.625,224.35
_result,12,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_05,1,chiller4,1.93,1.95,0.0,3.88,49.98,0.39,0.33,0.0,0.71,0.72,732.55,0.9,0.76,0.0,0.99,224.18,223.49,225.71,224.48
_result,12,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_05,1,chiller4,1.9249999999999998,1.94,0.0,3.86,49.975,0.385,0.33,0.0,0.71,0.715,732.595,0.9,0.76,0.0,0.99,223.92000000000002,223.2,225.51999999999998,224.175
_result,13,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_06,1,ahu3,0.0,0.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.13,223.43,225.71,224.42
_result,13,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_06,1,ahu3,0.0,0.0,0.0,0.0,49.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.98000000000002,223.195,225.54000000000002,224.245
_result,14,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_07,1,ahu4,3.9,4.35,4.14,12.39,49.99,0.87,0.96,0.91,2.75,2.74,224.4,1.0,1.0,0.98,1.0,224.07,223.39,225.56,224.38
_result,14,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_07,1,ahu4,3.89,4.34,4.13,12.36,49.95,0.86,0.96,0.91,2.74,2.73,224.58,1.0,1.0,0.98,0.99,223.92,223.04,225.49,224.16
_result,15,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_08,1,ahu5,4.22,4.04,4.47,12.73,49.97,0.42,0.44,0.48,1.35,1.35,305.16,0.44,0.49,0.48,0.47,223.99,223.33,225.61,224.31
_result,15,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_08,1,ahu5,4.21,4.03,4.46,12.71,49.95,0.42,0.44,0.48,1.34,1.34,305.24,0.44,0.49,0.48,0.47,223.79,222.96,225.49,224.08
_result,16,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_09,1,ahu6,4.16,3.9,4.39,12.45,49.97,0.33,0.38,0.42,1.13,1.13,240.4,0.35,0.44,0.43,0.41,224.1,223.42,225.63,224.41
_result,16,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_09,1,ahu6,4.17,3.9,4.4,12.47,49.95,0.32,0.38,0.42,1.13,1.12,240.48,0.35,0.44,0.43,0.4,224.13,223.16,225.74,224.34
_result,17,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_10,1,ahu7,4.54,4.41,4.82,13.76,49.98,0.56,-0.58,0.63,0.61,0.6,301.76,0.55,-0.59,0.58,0.54,224.16,223.62,225.78,224.52
_result,17,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_10,1,ahu7,4.58,4.44,4.86,13.88,49.95,0.57,-0.59,0.64,0.6,0.62,301.84,0.56,-0.6,0.59,0.55,224.06,223.19,225.64,224.29
_result,18,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,3,WL0301_E_11,1,hex12,12.17,11.68,12.85,36.71,49.99,-1.67,1.75,1.91,1.99,1.99,710.37,-0.61,0.67,0.66,0.71,224.06,223.45,225.6,224.37
_result,18,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_11,1,hex12,12.25,11.72,12.93,36.9,49.95,-1.68,1.75,1.92,1.99,1.99,710.61,-0.61,0.67,0.66,0.71,223.95,223.21,225.65,224.27
_result,19,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_12,1,chp1,0.1,0.22,0.16,0.48,49.975,-0.01,0.0,0.01,0.0,0.0,1282.3,-0.685,0.1,0.36,-0.055,224.14499999999998,223.39999999999998,225.77,224.435
_result,20,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_13,1,chp2,20.48,18.490000000000002,20.215,59.185,49.975,3.43,3.0300000000000002,3.42,10.175,9.875,1272.375,0.99,1.0,1.0,1.0,224.135,223.41500000000002,225.685,224.41500000000002
_result,21,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_14,1,chp3,20.549999999999997,18.695,19.845,59.085,49.980000000000004,3.4450000000000003,3.075,3.375,10.19,9.895,1330.8400000000001,0.99,0.99,1.0,0.99,224.005,223.27,225.62,224.29500000000002
_result,22,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_15,1,chp4,0.17,0.185,0.16,0.515,49.980000000000004,0.0,0.0,0.0,0.01,0.0,1253.52,-0.04,0.08,0.12,0.05,224.14499999999998,223.34,225.705,224.39499999999998
_result,23,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_16,1,cdp1,25.345,24.045,24.865000000000002,74.255,49.974999999999994,4.4,4.085,-4.365,4.21,4.12,1644.205,0.99,0.99,-1.0,0.99,223.945,223.14,225.41,224.16
_result,24,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_17,1,cdp2,26.6,23.189999999999998,23.189999999999998,72.985,49.97,4.67,2.895,3.875,11.705,11.434999999999999,1546.2199999999998,0.99,0.71,0.96,0.99,223.985,223.255,225.565,224.255
_result,25,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_18,1,cdp3,0.0,0.175,0.18,0.36,49.980000000000004,0.0,0.01,0.01,0.01,0.01,11.54,0.0,0.51,0.46,1.0,224.06,223.365,225.51,224.305
_result,26,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_19,1,cdp4,0.16,0.18,0.16,0.5,50.0,0.0,0.0,0.0,0.01,0.01,940.17,0.055,0.11,0.095,0.28,224.075,223.515,225.64999999999998,224.41500000000002
_result,27,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_20,1,ct1,15.489999999999998,15.649999999999999,15.815000000000001,46.955,50.019999999999996,2.115,2.035,2.165,6.345,6.31,486.53499999999997,0.985,0.98,0.98,0.98,224.175,223.465,225.68,224.41
_result,28,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_21,1,ct2,0.0,0.22,0.22,0.445,50.015,0.0,0.01,0.01,0.02,0.02,354.88,0.0,0.305,0.375,1.0,224.085,223.275,225.63,224.32999999999998
_result,29,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_22,1,ct3,15.215,15.365,15.61,46.195,50.025,2.04,1.9649999999999999,2.085,6.08,6.09,1117.2849999999999,0.985,0.98,0.98,0.98,224.16000000000003,223.305,225.575,224.34
_result,30,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_23,1,ct4,0.0,0.24,0.235,0.48,50.010000000000005,0.0,0.0,0.01,0.02,0.02,375.02,0.0,0.13,0.42,1.0,224.145,223.3,225.625,224.35
_result,31,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_46,1,ahu1,4.205,3.88,4.33,12.42,50.0,0.43,0.43,0.48,1.34,1.34,363.555,0.46,0.5,0.495,0.48,224.025,223.215,225.59,224.28
_result,32,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,3,WL0301_E_47,1,ahu2,0.0,0.0,0.0,0.0,49.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.04,223.23000000000002,225.56,224.275
_result,33,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_24,1,ahu1n,5.58,6.36,6.17,18.11,50.01,1.24,1.41,1.37,4.04,4.02,401.62,1.0,1.0,0.99,1.0,224.14,223.25,225.7,224.36
_result,33,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_24,1,ahu1n,5.59,6.37,6.16,18.125,49.975,1.245,1.41,1.3650000000000002,4.025,4.02,402.025,1.0,1.0,0.99,1.0,223.925,223.18,225.46499999999997,224.19
_result,34,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_25,1,ahu1s,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.08,223.14,225.62,224.28
_result,34,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_25,1,ahu1s,0.0,0.0,0.0,0.0,49.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.96,223.18,225.41500000000002,224.18
_result,35,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_26,2,ahu2n,5.71,5.89,5.71,17.32,50.0,-0.04,0.76,1.08,1.8,1.81,344.29,-0.03,0.58,0.84,0.51,223.86,223.25,225.51,224.2
_result,35,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_26,2,ahu2n,5.695,5.885,5.695,17.28,49.980000000000004,-0.04,0.75,1.0750000000000002,1.8,1.79,344.485,-0.03,0.58,0.84,0.51,223.945,223.23000000000002,225.535,224.24
_result,36,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_27,3,ahu3s,8.85,7.26,8.03,24.14,49.99,-1.64,-1.18,1.28,-1.54,-1.53,246.38,-0.83,-0.73,0.71,-0.85,223.76,223.15,225.43,224.2
_result,36,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_27,3,ahu3s,8.86,7.27,8.05,24.18,49.95,-1.63,-1.17,1.28,-1.54,-1.52,246.47,-0.83,-0.73,0.71,-0.85,223.72,222.8,225.41,224.06
_result,37,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_28,3,ahu3n,6.62,6.16,7.09,19.87,49.99,0.67,0.72,0.85,2.23,2.23,428.32,0.46,0.52,0.53,0.51,224.03,223.38,225.58,224.33
_result,37,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_28,3,ahu3n,6.64,6.18,7.12,19.94,49.95,0.66,0.71,0.84,2.23,2.22,428.47,0.45,0.52,0.53,0.5,223.8,222.98,225.49,224.09
_result,38,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_29,4,ahu4s,7.6,6.64,7.37,21.61,49.99,1.27,0.93,0.97,3.18,3.17,612.18,0.76,0.64,0.59,0.67,224.02,223.28,225.51,224.27
_result,38,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_29,4,ahu4s,7.64,6.67,7.42,21.73,49.95,1.27,0.93,0.98,3.18,3.18,612.39,0.75,0.64,0.59,0.67,223.86,222.91,225.4,224.11
_result,39,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_30,4,ahu4n,6.03,5.59,6.35,17.97,49.98,0.72,0.69,0.78,2.21,2.2,419.08,0.54,0.56,0.55,0.55,224.07,223.33,225.58,224.32
_result,39,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_30,4,ahu4n,6.03,5.59,6.36,17.97,49.95,0.72,0.7,0.79,2.21,2.21,419.23,0.54,0.56,0.55,0.55,223.91,223.01,225.63,224.2
_result,40,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_31,5,ahu5s,7.67,6.77,7.73,22.17,49.97,1.24,0.97,1.11,3.32,3.32,667.71,0.73,0.65,0.63,0.67,224.06,223.34,225.74,224.38
_result,40,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_31,5,ahu5s,7.67,6.77,7.74,22.18,49.95,1.25,0.98,1.11,3.32,3.33,667.93,0.73,0.65,0.64,0.67,224.06,223.2,225.82,224.36
_result,41,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_32,5,ahu5n,7.28,6.67,7.09,21.04,49.97,1.13,0.81,0.81,2.76,2.75,543.8,0.7,0.55,0.51,0.59,223.93,223.43,225.56,224.33
_result,41,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_32,5,ahu5n,7.38,6.76,7.18,21.31,49.95,1.13,0.81,0.81,2.75,2.75,543.98,0.69,0.54,0.5,0.58,223.93,223.19,225.6,224.24
_result,42,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_33,6,ahu6s,0.0,0.0,0.0,0.0,49.98,0.0,0.0,0.0,0.0,0.0,31.37,0.0,0.0,0.0,0.0,224.11,223.53,225.66,224.41
_result,42,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_33,6,ahu6s,0.0,0.0,0.0,0.0,49.95,0.0,0.0,0.0,0.0,0.0,31.37,0.0,0.0,0.0,0.0,223.98,223.14,225.61,224.24
_result,43,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:00:00+00:00,power_meter,4,WL0301_E_34,6,ahu6n,0.0,0.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.97,223.36,225.6,224.32
_result,43,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_34,6,ahu6n,0.0,0.0,0.0,0.0,49.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.96,223.07,225.71,224.24
_result,44,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_35,7,ahu7s,0.705,0.73,0.0,1.43,49.980000000000004,0.15,0.16,0.0,0.31,0.31,66.39,0.97,0.97,0.0,0.97,224.035,223.36,225.64,224.345
_result,45,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_36,7,hex7n,4.765,4.535,4.86,14.155000000000001,49.980000000000004,0.37,0.38,0.43,1.17,1.18,304.5,0.35,0.38,0.39,0.37,223.985,223.235,225.635,224.24
_result,46,2024-05-14 21:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,2024-05-15 07:06:48.176665+00:00,power_meter,4,WL0301_E_37,7,hex7s,4.855,4.75,5.115,14.72,49.980000000000004,0.41,0.49,-0.505,0.4,0.39,236.18,0.38,0.46,-0.44,0.4,224.04000000000002,223.32,225.62,224.26999999999998
